,title,row2,row3,job_description,skills,row6,link
484,Associate,"PwC Service Delivery Center
3.6
7112 Reviews","1-3 Yrs
Not disclosed
Kolkata","Line of Service Advisory Industry/Sector Not Applicable Specialism Data, Analytics...","['Change management', 'Automation', 'Costing', 'Data management', 'Risk analytics', 'Reconciliation', 'Business intelligence', 'Client management']","30+ Days Ago
Save",https://www.naukri.com/job-listings-associate-pricewaterhouse-coopers-private-limited-kolkata-1-to-3-years-280723501100
485,Principal Data Scientist,"Zoom Info
3.6
2 Reviews","4-8 Yrs
Not disclosed
Chennai","Qualifications: . A Masters or advanced degree in Data Science, Computer Science, Stati...","['Analytical', 'Machine learning', 'Predictive modeling', 'Natural language processing', 'Principal', 'SQL', 'Python', 'Auditing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-principal-data-scientist-zoom-info-chennai-4-to-8-years-261023500741
486,Data Engineer,"Infimetrics Info Solutions
3.6
3 Reviews","4-6 Yrs
Not disclosed
Remote","Minimum 4 years of experience in developing data ingestion, data processing, and analyt...","['Computer science', 'Data analysis', 'Data migration', 'Analytical', 'PHP', 'HTML', 'Data quality', 'Predictive modeling']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-infimetrics-info-solutions-remote-4-to-6-years-160124500320
487,Data Scientist III,"Zoom Info
3.6
2 Reviews","3-5 Yrs
Not disclosed
Chennai","Experience: 3-5 years of demonstrated experience in Data Science, with a proven track r...","['Computer science', 'Usage', 'Sales', 'data science', 'Product innovation', 'Machine learning', 'SQL', 'Auditing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-iii-zoom-info-chennai-3-to-5-years-131223500649
488,Full Stack ML Engineer,"Ford
4.5
2769 Reviews","3-8 Yrs
Not disclosed
Chennai",Minimum Requirements we seek: . Bachelors or masters degree in computer science enginee...,"['Analytical', 'Machine learning', 'Agile', 'Product design', 'Data quality', 'Forecasting', 'Analytics', 'SQL']","17 Days Ago
Save",https://www.naukri.com/job-listings-full-stack-ml-engineer-ford-global-business-services-chennai-3-to-8-years-080324500800
489,Data Scientists and ML Engineer,"Tata Elxsi
4.1
1630 Reviews","10-20 Yrs
Not disclosed
Kozhikode",We are looking for bright and passionate data scientists (10 years of professional ex...,"['Engineering services', 'C++', 'Product engineering', 'Analytical', 'Machine learning', 'System design', 'MATLAB', 'Automotive']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-scientists-and-ml-engineer-tata-elxsi-ltd-kozhikode-10-to-20-years-080223500025
490,Data Engineer,"Institutional Shareholder Services
3.8
79 Reviews","2-5 Yrs
Not disclosed
Mumbai",Experience coaching and mentoring high-performing teams . Pragmatic experience using ag...,"['Automation', 'Data management', 'Corporate governance', 'GCP', 'Diversity and Inclusion', 'Agile', 'ISS', 'Investment management']","27 Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-institutional-shareholder-services-inc-mumbai-2-to-5-years-270224501573
491,Data Scientist 1,"Paypal
3.9
765 Reviews","4-8 Yrs
Not disclosed
Chennai",experience in constructing ML models and developing end-to-end model pipelines is a plu...,"['Automation', 'Analytical', 'Finance', 'Machine learning', 'Risk management', 'Business intelligence', 'Individual Contributor', 'big data']","27 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-1-paypal-holdings-inc-chennai-4-to-8-years-270224501560
492,Senior Data Engineer,"Ingram Micro
3.9
551 Reviews","7-12 Yrs
Not disclosed
Chennai","The ideal candidate will have a minimum of 7 years of hands-on experience in the field,...","['SQL queries', 'Scalability', 'Coding', 'Author', 'Commerce', 'Technology solutions', 'SQL development', 'Python']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-ingram-micro-i-pvt-ltd-chennai-7-to-12-years-250124501093
493,Data Engineer,"Ingram Micro
3.9
551 Reviews","5-7 Yrs
Not disclosed
Chennai","The ideal candidate will have a minimum of 7 years of hands-on experience in the field,...","['SQL queries', 'Scalability', 'Coding', 'Author', 'Commerce', 'Technology solutions', 'SQL development', 'Python']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-ingram-micro-i-pvt-ltd-chennai-5-to-7-years-250124501084
494,Senior Data Engineer,"Institutional Shareholder Services
3.8
79 Reviews","5-6 Yrs
Not disclosed
Mumbai",Experience coaching and mentoring high-performing teams . Pragmatic experience using ag...,"['Computer science', 'Automation', 'Data management', 'Focus', 'Agile', 'market data', 'Capital market', 'Investment management']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-institutional-shareholder-services-inc-mumbai-5-to-6-years-211223500607
495,Sr Azure IoT engineer,"Tietoevry
4.3
977 Reviews","4-9 Yrs
Not disclosed
Pune",. Work involves IoT Device and related application & maintenance development support an...,"['Application design', 'Communication protocols', 'Networking', 'Cloud Services', 'Agile', 'Programming', 'microsoft azure', 'big data']","30+ Days Ago
Save",https://www.naukri.com/job-listings-sr-azure-iot-engineer-tieto-software-technologies-pvt-ltd-pune-4-to-9-years-060224501368
496,Machine Learning Engineer,"Hempel A/S
4.1
48 Reviews","2-5 Yrs
Not disclosed
Mumbai","Overall, we are looking for the right candidate who has proven experience in data scien...","['Computer vision', 'Automation', 'Cloud Services', 'Machine learning', 'Cosmos', 'Information technology', 'SQL', 'Python']","20 Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-engineer-hempel-a-s-mumbai-2-to-5-years-050324500854
497,Senior Analyst / Data Scientist,"Tiger Analytics
3.5
461 Reviews","2-7 Yrs
Not disclosed
Hybrid - Hyderabad, Chennai","About the role :As a Senior Analyst/Data Scientist, you will be at the forefront of dri...","['Python', 'Classification', 'Regression', 'Data', 'Senior']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-analyst-data-scientist-tiger-analytics-hyderabad-chennai-2-to-7-years-230224008266
498,Data Steward,"Novartis
4.1
1414 Reviews","1-3 Yrs
Not disclosed
Hyderabad","The Data steward support the Set-up, maintenance, and development of the TRD master and...","['Supply chain', 'Business process', 'remediation', 'metadata', 'SAP', 'Data management', 'Pharma', 'data governance']","24 Days Ago
Save",https://www.naukri.com/job-listings-data-steward-novartis-healthcare-pvt-ltd-hyderabad-1-to-3-years-010324500237
499,Architect - IoT Solutions,"Pepsi Foods
4.2
2285 Reviews","3-9 Yrs
Not disclosed
Hyderabad",IOT COE teams Internet of Things (IoT) Customer delivery manager and solution Archit...,"['Cloud computing', 'Data analysis', 'Linux', 'Consulting', 'Disaster recovery', 'microsoft', 'Analytics', 'Monitoring']","30+ Days Ago
Save",https://www.naukri.com/job-listings-architect-iot-solutions-pepsi-foods-priv-limited-hyderabad-3-to-9-years-220623500645
500,Data Scientist,"Godrej Industries
4.2
432 Reviews","1-3 Yrs
Not disclosed
Mumbai (All Areas)(Vikhroli)","We are the leader in serving the Hair Care needs of women of African descent, the numbe...","['Data Science', 'Data Analytics', 'Python', 'Analytics', 'Data', 'Science']","Women candidates preferred
22 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-godrej-industries-mumbai-all-areas-1-to-3-years-211123010342
501,"Architect, Machine Learning","Pepsi Foods
4.2
2285 Reviews","2-7 Yrs
Not disclosed
Hyderabad","Mandatory Non Technical Skills: . 1+ year of working experience on tools like Clarity, ...","['Automation', 'Image processing', 'Machine learning', 'Agile', 'Project planning', 'microsoft', 'Troubleshooting', 'JIRA']","30+ Days Ago
Save",https://www.naukri.com/job-listings-architect-machine-learning-pepsi-foods-priv-limited-hyderabad-2-to-7-years-130224500289
502,Senior Data Scientist,"Oceaneering International
4.2
225 Reviews","4-9 Yrs
Not disclosed
Pune",REQUIRED . Bachelors degree in Computer Science or Software Engineer (or related field)...,"['Unix', 'Procurement', 'Automation', 'C++', 'Prototype', 'Linux', 'Aerospace', 'Analytical']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-scientist-oceaneering-international-services-limited-pune-4-to-9-years-250124501112
503,DMO-Data Governance,"Nomura
3.9
458 Reviews","15-17 Yrs
Not disclosed
Mumbai",Hands on experience with leading data and analytics platforms and related technologies ...,"['Change management', 'Data management', 'MIS', 'Back office', 'Data processing', 'Investment banking', 'Analytics', 'Financial services']","30+ Days Ago
Save",https://www.naukri.com/job-listings-dmo-data-governance-nomura-capital-india-private-limited-mumbai-15-to-17-years-141222501011
504,Sr. Data Analyst,"Ebizon Net Info
3.5
57 Reviews","3-5 Yrs
Not disclosed
Dehradun","Proven Business Analytics skills, including mining, evaluation, and visualization using...","['SAS', 'Technical writing', 'XML', 'Consulting', 'Javascript', 'Customer service', 'microsoft', 'Data mining']","30+ Days Ago
Save",https://www.naukri.com/job-listings-sr-data-analyst-ebizon-net-info-pvt-ltd-dehradun-3-to-5-years-050224501392
505,Digital & AI/ML Engineer,"Tranklin Templeton Asset Management (india)pvt
4.2
671 Reviews","1-4 Yrs
Not disclosed
Hyderabad",Bachelors and Master s degree in Engineering / Technology / Mathematics / Statistics / ...,"['Neural networks', 'Programming', 'Product design', 'Research', 'Continuous improvement', 'Portfolio management', 'Release management', 'Object oriented programming']","30 Days Ago
Save",https://www.naukri.com/job-listings-digital-ai-ml-engineer-tranklin-templeton-asset-management-india-pvt-hyderabad-1-to-4-years-240224500188
506,Data Scientist - Generative AI & LLM,"APPLIED INFORMATION SCIENCES (AIS)
3.6
35 Reviews","25-31 Yrs
Not disclosed
Hyderabad","Work Location: Hyderabad, India / Remote . Employment Type: Full Time Education: Bachel...","['Data Science', 'Ai Platform', 'Machine Learning', 'Science', 'Artificial Intelligence', 'Machine', 'Data']","28 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-generative-ai-llm-applied-information-sciences-ais-hyderabad-25-to-31-years-180124005251
507,Senior Engineer - Machine Learning Python Developer,"TRC Companies
3.5
2 Reviews","5-7 Yrs
Not disclosed
Hyderabad",". As a proficient machine learning practitioner, you will play a pivotal role in design...","['Unix', 'GIS', 'Computer science', 'Postgresql', 'Machine learning', 'Agile', 'Windows', 'SDLC']","17 Days Ago
Save",https://www.naukri.com/job-listings-senior-engineer-machine-learning-python-developer-trc-companies-hyderabad-5-to-7-years-080324501668
508,Lead Data Scientist,"Edvak Technologies
1.7
4 Reviews","4-8 Yrs
Not disclosed
Hyderabad, Telangana","Qualifications . A Bachelors or Masters degree in Computer Science, Artificial Intellig...","['Pytorch', 'Natural Language Processing', 'Python', 'Tensorflow', 'Machine Learning', 'Deep Learning', 'Machine', 'Data']","20 Days Ago
Save",https://www.naukri.com/job-listings-lead-data-scientist-edvak-technologies-hyderabad-telangana-4-to-8-years-050324007499
509,Senior Data Engineer,"Osttra
3.7
28 Reviews","3-7 Yrs
Not disclosed
Hyderabad","Experience with AWS and GCP . AWS tech: Aurora DB, Glue, Lambda, Redshift . Infrastruct...","['Supply chain', 'MS SQL', 'Publishing', 'Data management', 'Market intelligence', 'Data quality', 'Monitoring', 'Process management']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-osttra-hyderabad-3-to-7-years-310124502557
510,Data Scientist II,"Realpage
3.8
384 Reviews","6-9 Yrs
Not disclosed
Hyderabad","Qualifications: . Masters degree or higher in a quantitative field such as statistics, ...","['Data analysis', 'data science', 'GCP', 'Business analytics', 'Artificial Intelligence', 'Machine learning', 'Continuous improvement', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-ii-realpage-inc-hyderabad-6-to-9-years-301223500295
511,Data Analyst,"Ixie Gaming
4.1
13 Reviews","2-4 Yrs
Not disclosed
Hyderabad",". Bachelors degree in Computer Science, Information Technology, or a related field. .","['Data analysis', 'GCP', 'SOC', 'Machine learning', 'Monitoring', 'SQL', 'Python', 'CRM']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-analyst-ixie-gaming-hyderabad-2-to-4-years-301223500144
512,Data and Applied Scientist II,"Microsoft
4.1
1428 Reviews","4-8 Yrs
Not disclosed
Hyderabad","M.Sc. in Statistics, Applied Mathematics, Applied Economics, Computer Science or...","['Supply chain', 'Supply chain management', 'Operations research', 'Data management', 'Analytical', 'microsoft', 'Business intelligence', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-and-applied-scientist-ii-microsoft-india-r-and-d-pvt-ltd-hyderabad-4-to-8-years-291223502250
513,Data and Applied Scientist II,"Microsoft
4.1
1428 Reviews","4-7 Yrs
Not disclosed
Hyderabad",You will be joining a team under the Windows and Web Experiences Team organization. Ou...,"['Computer science', 'deep learning', 'Coding', 'Machine learning', 'Agile', 'Software development life cycle', 'Windows', 'microsoft']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-and-applied-scientist-ii-microsoft-india-r-and-d-pvt-ltd-hyderabad-4-to-7-years-291223501539
514,Data Science Engineer,Innoart Technologies,"3-5 Yrs
Not disclosed
Hyderabad, Chennai","Experience working 2 or more of the following: AIML algorithm development, Micro Servic...","['Unix', 'Linux', 'Data management', 'Analytical', 'XML', 'Machine learning', 'Shell scripting', 'HTML']","25 Days Ago
Save",https://www.naukri.com/job-listings-data-science-engineer-innoart-technologies-p-ltd-hyderabad-chennai-3-to-5-years-290224501409
515,Interns - AI,"Vkaps It Solutions
3.8
5 Reviews","13-15 Yrs
Not disclosed
Indore",. Should have experience on bidding platforms like Up work / Freelancer . Should have E...,"['C++', 'Linux', 'XML', 'MySQL', 'Javascript', 'PHP', 'HTML', 'Perl']","30+ Days Ago
Save",https://www.naukri.com/job-listings-interns-ai-vkaps-it-solutions-private-ltd-indore-13-to-15-years-290124501305
516,Machine Learning Engineer (Speech) - AI,"Level Ai
3.0
4 Reviews","3-7 Yrs
Not disclosed
Remote",Requirements : . Bachelors in Computer Science or Electrical Engineering or related fie...,"['ASR', 'Linux', 'Transcription', 'Enterprise applications', 'Machine learning', 'Agile', 'Information retrieval', 'Silicon']","30+ Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-engineer-speech-ai-level-ai-remote-3-to-7-years-281123501423
517,"Lead, Data Scientist - Generative AI & LLM","Foundation Ai
3.4
10 Reviews","3-6 Yrs
Not disclosed
Hyderabad",We are seeking a highly skilled and motivated Data Science Lead with expertise in G...,"['Computer science', 'Cloud computing', 'Computer vision', 'deep learning', 'Neural networks', 'Analytical', 'Artificial Intelligence', 'Data processing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-lead-data-scientist-generative-ai-llm-foundation-ai-hyderabad-3-to-6-years-281023500419
518,Data Scientist / Senior Data Scientist,"Foundation Ai
3.4
10 Reviews","3-8 Yrs
Not disclosed
Hyderabad",We are seeking highly skilled and passionate Data Scientists/Senior Data Scientists ...,"['Computer science', 'Data analysis', 'data science', 'Machine learning', 'SCALA', 'Data collection', 'Predictive modeling', 'data visualization']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-foundation-ai-hyderabad-3-to-8-years-281023500417
519,Big Data Engineer,"Metlife
4.3
1379 Reviews","1-4 Yrs
Not disclosed
Hyderabad",". Bachelors degree in Computer Science, Engineering, or related discipline Experience E...","['Computer science', 'Data analysis', 'Manager Quality Assurance', 'Data quality', 'Application development', 'Asset management', 'Informatica', 'Financial services']","30+ Days Ago
Save",https://www.naukri.com/job-listings-big-data-engineer-metlife-hyderabad-1-to-4-years-280522500775
520,Ascentrik Research,"Ascentrik Research Services
1.6
80 Reviews","2-3 Yrs
Not disclosed
Pune",Masters in Pharmacy (except Pharmacognosy) / Biology / Bio-Technology / Bio-Chemistry /...,"['Data analysis', 'Excel', 'Data management', 'System maintenance', 'Pharma', 'Analytical', 'Pharmacy', 'Macros']","26 Days Ago
Save",https://www.naukri.com/job-listings-ascentrik-research-ascentrik-research-pvt-ltd-pune-2-to-3-years-280224501638
521,Azure - Generative AI Engineer,"Applied Cloud Computing
3.1
40 Reviews","2-3 Yrs
Not disclosed
Thane",Skills required The ideal candidate will have a strong background in generative AI and ...,"['Service management', 'Cloud computing', 'Automation', 'Bfsi', 'Consulting', 'Machine learning', 'Application development', 'HTTP']","30+ Days Ago
Save",https://www.naukri.com/job-listings-azure-generative-ai-engineer-applied-cloud-computing-thane-2-to-3-years-271223500885
522,Data Scientist 1,Xoom,"4-7 Yrs
Not disclosed
Chennai",experience in constructing ML models and developing end-to-end model pipelines is a plu...,"['Automation', 'Analytical', 'Finance', 'Machine learning', 'Risk management', 'Business intelligence', 'Individual Contributor', 'big data']","27 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-1-xoom-inc-chennai-4-to-7-years-270224502075
523,IoT Edge Engineer,Viso,"4-5 Yrs
Not disclosed
Remote",Experience with custom Linux build systems and over-the-air update mechanisms for distr...,"['Graphics', 'SAN', 'Linux', 'Networking', 'Debugging', 'HTTP', 'Open source', 'DHCP']","27 Days Ago
Save",https://www.naukri.com/job-listings-iot-edge-engineer-viso-remote-4-to-5-years-270224501100
524,AI Engineer Data Scientist,"Numentica
4.6
5 Reviews","3-6 Yrs
Not disclosed
Remote","Develop and present initial proof of concepts, develop . Cloud-based machine learning a...","['Computer science', 'Data analysis', 'data science', 'Machine learning', 'Data processing', 'Predictive modeling', 'data mapping', 'Data mining']","27 Days Ago
Save",https://www.naukri.com/job-listings-ai-engineer-data-scientist-numentica-private-limited-remote-3-to-6-years-270224500166
525,Senior Hardware AI Engineer (Hardware + AI),"Techolution
3.5
113 Reviews","2-5 Yrs
Not disclosed
Hyderabad",Location: Hyderabad . Employment Type: Full time Experience with working on Linux Syste...,"['Hardware Design', 'Computer Vision', 'Robotics', 'cameras', 'Raspberry Pi', 'Microcontroller', 'Sensors', 'Deep Learning']","27 Days Ago
Save",https://www.naukri.com/job-listings-senior-hardware-ai-engineer-hardware-ai-techolution-hyderabad-2-to-5-years-270224009422
526,Analytics Specialist,"Inteleants Virtual Workforce Pvt Ltd
4.2
2 Reviews","5-9 Yrs
10-20 Lacs PA
Chennai(Ekkaduthangal)","must have intermediate to advanced proficiency in statistics, statistical tools and met...","['Predictive Modeling', 'Machine Learning', 'SQL', 'Time Series Analysis', 'Python', 'Logistic Regression', 'Factor Analysis', 'Natural Language Processing']","27 Days Ago
Save",https://www.naukri.com/job-listings-analytics-specialist-inteleants-virtual-workforce-pvt-ltd-chennai-5-to-9-years-270224005668
527,IoT Engineer,"AppIncubator
4.4
52 Reviews","4-5 Yrs
Not disclosed
Hyderabad",Experience with embedded systems and IoT device programming. Experience with data analy...,"['IT services', 'SAN', 'C++', 'Data analysis', 'Data management', 'Javascript', 'SMS', 'HTTP']","30+ Days Ago
Save",https://www.naukri.com/job-listings-iot-engineer-app-incubator-inc-hyderabad-4-to-5-years-260823500553
528,Big Data Engineer,"Metlife
4.3
1379 Reviews","4-7 Yrs
Not disclosed
Hyderabad",Experience: . 4+ years of solutions development experience . Proficiency and extensive ...,"['Data analysis', 'Manager Quality Assurance', 'Data quality', 'Application development', 'Asset management', 'Informatica', 'Analytics', 'Financial services']","30+ Days Ago
Save",https://www.naukri.com/job-listings-big-data-engineer-metlife-hyderabad-4-to-7-years-260723502345
529,Lead AI Engineer,"Techolution
3.5
113 Reviews","6-7 Yrs
Not disclosed
Hyderabad","Bachelors or Masters degree in Computer Science, Engineering, or a related fieldProven ...","['Computer vision', 'deep learning', 'Image processing', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'Distribution system']","30+ Days Ago
Save",https://www.naukri.com/job-listings-lead-ai-engineer-techolution-hyderabad-6-to-7-years-260523501244
530,Conversational AI Solution Architect,"Intone Networks
4.4
32 Reviews","10-12 Yrs
Not disclosed
Remote",Create cutting edge solutions for Conversational AI Capabilities / Epics Develop/main...,"['Product management', 'Automation', 'GCP', 'Performance engineering', 'Agile', 'product life cycle', 'splunk', 'Product design']","28 Days Ago
Save",https://www.naukri.com/job-listings-conversational-ai-solution-architect-intone-networks-remote-10-to-12-years-260224501508
531,Analytics Engineer III,"Arcadia
3.8
12 Reviews","2-6 Yrs
Not disclosed
Chennai","We are seeking an Analytics Engineer III to create clean, curated, organized data ...","['Data modeling', 'Database design', 'Analog', 'Data structures', 'Predictive modeling', 'Medical insurance', 'Analytics', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-analytics-engineer-iii-arcadia-chennai-2-to-6-years-251023501258
532,Azure AI Engineer,"Saxon Ai
2.9
14 Reviews","3-6 Yrs
Not disclosed
Hyderabad","Experience with product development, including understanding, enhancing, and maintainin...","['Computer science', 'Automation', 'Version control', 'GIT', 'Machine learning', 'Data processing', 'Natural language processing', 'software quality']","30+ Days Ago
Save",https://www.naukri.com/job-listings-azure-ai-engineer-saxon-ai-hyderabad-3-to-6-years-250823501048
533,Data Engineering Expert-R&D Dev,"Sanofi
4.4
1049 Reviews","2-6 Yrs
Not disclosed
Hyderabad","Demonstrated capability in data modeling and modern data warehouses (such as Snowflake,...","['Computer science', 'Data management', 'Data modeling', 'Coding', 'Machine learning', 'Agile', 'Healthcare', 'Apache']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-engineering-expert-r-d-dev-sanofi-india-ltd-hyderabad-2-to-6-years-241123501201
534,Azure IOT Archirect,Coders Brain Pvt Ltd,"5-7 Yrs
Not disclosed
Hyderabad",Minimum 9+ years of experience in building web applications in the .NET Core or .NET 0 ...,"['Enterprise applications', 'Postgresql', 'MySQL', 'HTTP', 'GPRS', 'SDK', 'Business intelligence', 'Business solutions']","30+ Days Ago
Save",https://www.naukri.com/job-listings-azure-iot-archirect-coders-brain-pvt-ltd-hyderabad-5-to-7-years-230823501623
535,Data Engineer,"Arcadia
3.8
12 Reviews","1-5 Yrs
Not disclosed
Chennai","As a Data Engineer, you will play a key role in designing, developing, and maintainin...","['github', 'orchestration', 'Analog', 'data governance', 'data integrity', 'Medical insurance', 'Analytics', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-arcadia-chennai-1-to-5-years-230224500969
536,Senior Data Engineer,Coeo,"4-7 Yrs
Not disclosed
Hyderabad",. Hands-on experience in designing and developing scripts for custom ETL processes and ...,"['Automation', 'Diversity and Inclusion', 'Data quality', 'microsoft', 'Business intelligence', 'big data', 'Troubleshooting', 'Testing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-coeo-hyderabad-4-to-7-years-230124501764
537,Junior Analyst-Insights and Visualization,"Metlife
4.3
1379 Reviews","1-3 Yrs
Not disclosed
Hyderabad","Continuing with the tradition of innovation, MetLife, as part of its Data and Ana...","['Claims', 'data science', 'Underwriting', 'data governance', 'Engineering Manager', 'Business intelligence', 'Analytics', 'Financial services']","30+ Days Ago
Save",https://www.naukri.com/job-listings-junior-analyst-insights-and-visualization-metlife-hyderabad-1-to-3-years-221123502630
538,Associate Big Data Engineer,"Metlife
4.3
1379 Reviews","1-3 Yrs
Not disclosed
Hyderabad",Job Responsibilities Contribute towards support...,"['Data analysis', 'Manager Quality Assurance', 'Claims', 'Data management', 'Project management', 'Underwriting', 'Analytics', 'Financial services']","30+ Days Ago
Save",https://www.naukri.com/job-listings-associate-big-data-engineer-metlife-hyderabad-1-to-3-years-220722501997
539,Senior Data Analyst,"Sanofi
4.4
1049 Reviews","2-4 Yrs
Not disclosed
Hyderabad","Experience in Pharma Sales and Marketing Strategy Modelling, Advanced Econometric / Sta...","['SAS', 'Pharma', 'Project management', 'Market research', 'Healthcare', 'Business strategy', 'SPSS', 'Digital marketing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-analyst-sanofi-india-ltd-hyderabad-2-to-4-years-220124502782
540,Senior Applied Scientist,"Microsoft
4.1
1428 Reviews","3-8 Yrs
Not disclosed
Hyderabad",". Bachelors Degree (or equivalent experience) in Statistics, Econometrics, Computer Sci...","['Computer vision', 'C++', 'PAAS', 'Machine learning', 'Data processing', 'Natural language processing', 'microsoft', 'Open source']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-applied-scientist-microsoft-india-r-and-d-pvt-ltd-hyderabad-3-to-8-years-210224500584
541,Python Engineer,"Scalereal Technologies
3.5
10 Reviews","2-5 Yrs
Not disclosed
Remote",. Proficient understanding of Git and GitHub workflows . Proficient in docker usage . G...,"['Front end', 'GIT', 'GCP', 'Debugging', 'Javascript', 'SAML', 'Open source', 'AWS']","30+ Days Ago
Save",https://www.naukri.com/job-listings-python-engineer-scalereal-technologies-pvt-ltd-remote-2-to-5-years-201123501170
542,Senior Data Scientist,"ContractPod
4.0
3 Reviews","5-9 Yrs
Not disclosed
Mumbai","As a Senior Data Scientist, you will be an integral member of the technology and a...","['Product management', 'Cloud computing', 'Software design', 'Simulation', 'Contract management', 'Analytical', 'Machine learning', 'Data mining']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-scientist-contractpodai-mumbai-5-to-9-years-201123500813
543,Sr . ML Engineer,"Mindarray Systems
3.9
24 Reviews","6-11 Yrs
Not disclosed
Ahmedabad",Your responsibilities will involve designing and constructing sophisticated machine lea...,"['Computer science', 'software architecture', 'data science', 'Data modeling', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Data structures']","30+ Days Ago
Save",https://www.naukri.com/job-listings-sr-ml-engineer-motadata-ahmedabad-6-to-11-years-200224501147
544,Artificial Intelligence (AI) Engineer,"X-yug Technologies
2.5
12 Reviews","1-3 Yrs
Not disclosed
Hyderabad",". - Bachelors or Masters degree in Computer Science, Engineering, or a related field. -...","['Computer science', 'Computer vision', 'Version control', 'Coding', 'Artificial Intelligence', 'Machine learning', 'Algorithm development', 'Data structures']","30+ Days Ago
Save",https://www.naukri.com/job-listings-artificial-intelligence-ai-engineer-x-yug-technologies-hyderabad-1-to-3-years-200224501055
545,Senior Data Scientist,"Sanofi
4.4
1049 Reviews","2-7 Yrs
Not disclosed
Hyderabad",". PhD in mathematics, computer science, engineering, physics, statistics, economics, op...","['Supply chain', 'Data management', 'Business analysis', 'Coding', 'Agile', 'Healthcare', 'Open source', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-scientist-sanofi-india-ltd-hyderabad-2-to-7-years-200224500245
546,"Senior Manager, Biomarker Data Scientist","Bristol Myers Squibb
4.5
75 Reviews","3-7 Yrs
Not disclosed
Hyderabad",and . 1 . + years of . academic / industry . experience . or Master s Degree in a relev...,"['Computer science', 'Data analysis', 'SAP', 'Pharma', 'Clinical trials', 'data privacy', 'Molecular biology', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-manager-biomarker-data-scientist-bristol-myers-squibb-hyderabad-3-to-7-years-190124501763
547,Data Engineer (CX),"Atlan
3.9
33 Reviews","3-6 Yrs
Not disclosed
Remote","As a key player in our CX team, youll not only test and implement these solutions but a...","['metadata', 'github', 'Deployment', 'Troubleshooting', 'Open source', 'Solution Architect', 'Python', 'Data architecture']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-cx-atlan-remote-3-to-6-years-190124501377
548,Artificial Intelligence Engineer,"iLink Digital
3.3
76 Reviews","1-3 Yrs
Not disclosed
Chennai","Bachelor s or advanced degree in Computer Science, Engineering, or a related field. Exp...","['IT services', 'Telecom', 'C++', 'Data management', 'SMS', 'Healthcare', 'Life sciences', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-artificial-intelligence-engineer-ilink-digital-chennai-1-to-3-years-180124501644
549,Global Pricing Consultant,"GRUNDFOS
4.3
91 Reviews","3-7 Yrs
Not disclosed
Chennai",". minimum as bachelor s in economics, science or engineering combined with minimum 3 ye...","['Product management', 'advanced analytics', 'business opportunity', 'SAP ERP', 'Excel', 'SAP BW', 'Manager Technology', 'power bi']","30+ Days Ago
Save",https://www.naukri.com/job-listings-global-pricing-consultant-grundfos-chennai-3-to-7-years-180124500285
