,title,row2,row3,job_description,skills,row6,link
227,"Senior Data Scientist, Digital Business","Sony Pictures
4.5
24 Reviews","8-10 Yrs
Not disclosed
Bengaluru",. We are seeking a highly skilled and experienced Data Scientist with hands-on experien...,"['Product management', 'Digital media', 'human capital', 'data science', 'Analytical', 'Machine learning', 'Data processing', 'Data mining']","25 Days Ago
Save",https://www.naukri.com/job-listings-senior-data-scientist-digital-business-sony-pictures-entertainment-inc-bengaluru-8-to-10-years-290224500657
228,Technical Data Engineer Manager,"Themathcompany
2.8
272 Reviews","8-10 Yrs
Not disclosed
Hybrid - Bangalore/Bengaluru",As a Data Engineer Manager at TheMathCompany AKA MathCo (a leading global AI and analy...,"['Data Architecture', 'Spark', 'AWS/Azure/GCP', 'Python', 'SQL', 'Team Management', 'Big Data', 'Data Warehousing']","7 Days Ago
Save",https://www.naukri.com/job-listings-technical-data-engineer-manager-themathcompany-bangalore-bengaluru-8-to-10-years-290224008173
229,Senior Business Analyst,"Aptos
3.0
14 Reviews","1-5 Yrs
Not disclosed
Bengaluru",You will join a team of remarkable colleagues who are committed and passionate abo...,"['Product management', 'Supply chain', 'Product promotion', 'Business Analyst', 'Architecture', 'Management', 'Training and Development', 'Continuous improvement']","28 Days Ago
Save",https://www.naukri.com/job-listings-senior-business-analyst-aptos-bengaluru-1-to-5-years-260224503159
230,Principal Business Analyst - Retail Banking,"Veripark
3.1
34 Reviews","8-13 Yrs
Not disclosed
Remote",Job Description We are looking for Principal Business Analyst with 8+ years in Retail B...,"['Retail Banking', 'MS Visio', 'Balsamiq', 'retail', 'Business Analysis', 'Loan Origination System', 'Retail Lending', 'Adobe Xd']","28 Days Ago
Save",https://www.naukri.com/job-listings-principal-business-analyst-retail-banking-veripark-bangalore-bengaluru-8-to-13-years-170124008417
231,Data Science Analyst (Lead),"Infogain
3.7
921 Reviews","8-12 Yrs
Not disclosed
Bengaluru","Masters or PhD in Computer Science, Data Science, Statistics, or a related fieldExcelle...","['Computer science', 'Analytical skills', 'Retail', 'data science', 'HP data protector', 'Data modeling', 'Machine learning', 'data governance']","10 Days Ago
Save",https://www.naukri.com/job-listings-data-science-analyst-lead-infogain-india-p-ltd-bengaluru-8-to-12-years-150324501653
232,Enterprise Architect - Hybrid AI Solutions,"Motorola Mobility, Inc.
4.1
195 Reviews","10-12 Yrs
Not disclosed
Bengaluru",Certifications in AI and Machine Learning like TensorFlow Developer Certificate or NVID...,"['Cism', 'Automation', 'Enterprise architecture', 'Information security', 'Machine learning', 'Open source', 'Automotive', 'Financial services']","14 Days Ago
Save",https://www.naukri.com/job-listings-enterprise-architect-hybrid-ai-solutions-motorola-mobility-inc-bengaluru-10-to-12-years-110324501788
233,Sr. Business Analyst,"Hevo Technologies
3.8
42 Reviews","2-6 Yrs
Not disclosed
Bengaluru",Proficiency with SQL - ability to write efficient queries on large datasets to extract ...,"['Data analysis', 'tableau', 'Marketing analytics', 'Business Analyst', 'Coding', 'Process improvement', 'Analytical', 'Search engine optimization']","30+ Days Ago
Save",https://www.naukri.com/job-listings-sr-business-analyst-hevo-technologies-india-private-limited-bengaluru-2-to-6-years-291223500658
234,Senior Business Process Analyst,WMS Gaming,"4-8 Yrs
Not disclosed
Bengaluru",Understand product interaction within a Business process and from end user experience v...,"['Business process', 'Software development methodologies', 'Project management', 'Agile', 'Software development life cycle', 'Scrum', 'Windows', 'Business solutions']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-business-process-analyst-wms-gaming-solutions-india-pvt-ltd-bengaluru-4-to-8-years-220923500945
235,Business Analyst,"Marmeto
4.0
28 Reviews","1-2 Yrs
Not disclosed
Bengaluru","Previous experience in building flows, mind maps on existing tools Perform requirement ...","['Business Analyst', 'Research', 'MS Office', 'Business analysis', 'Analysis', 'Microsoft', 'Office']","30+ Days Ago
Save",https://www.naukri.com/job-listings-business-analyst-marmeto-bengaluru-1-to-2-years-190723502080
236,Senior Business Analyst,"CSquare Info Solutions
3.7
111 Reviews","4-8 Yrs
Not disclosed
Bengaluru","Hands on experience with technology, API knowledge and system design skills System arch...","['System architecture', 'Project management', 'Architectural design', 'API Testing', 'Manager Technology', 'System design', 'Senior Business Analyst', 'Manual']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-business-analyst-c-square-info-solutions-pvt-ltd-bengaluru-4-to-8-years-090224500660
237,Data Analytics Engineer For Top MNC,"LRR Technologies
2.0
3 Reviews","5-7 Yrs
15-27.5 Lacs PA
Hybrid - Hyderabad/Secunderabad","Education . Education Masters degree in Computer Science, Statistics, Math, or Engineer...","['R', 'Cloud Computing', 'Javascript', 'AWS', 'Python', 'Tensorflow', 'Azure Cloud', 'scikit-learn']","4 Days Ago
Save",https://www.naukri.com/job-listings-data-analytics-engineer-for-top-mnc-lrr-technologies-hyderabad-secunderabad-5-to-7-years-130423007817
238,Junior Data Scientist,"Weir
4.0
122 Reviews","2-5 Yrs
Not disclosed
Bengaluru",Research and learn new data technologies and best practices. Job Knowledge / Education ...,"['Computer science', 'Data analysis', 'Analytical', 'Machine learning', 'Data collection', 'Algorithm development', 'Natural language processing', 'Analytics']","7 Days Ago
Save",https://www.naukri.com/job-listings-junior-data-scientist-weir-minerals-bengaluru-2-to-5-years-180324502214
239,Lead Engineer - Azure IoT,"Nest Digital
3.6
94 Reviews","6-13 Yrs
Not disclosed
Bengaluru",. Good in communication . Interpersonal skills . Education: Graduate degree in Computer...,"['Interpersonal skills', 'PAAS', 'Cloud', 'Programming', '.Net', 'HTTP', 'Troubleshooting', 'Analytics']","11 Days Ago
Save",https://www.naukri.com/job-listings-lead-engineer-azure-iot-nest-digital-bengaluru-6-to-13-years-140324502793
240,Ml Engineer - Docker,"Protiviti India
3.5
262 Reviews","5-9 Yrs
12-20 Lacs PA
Remote",EXPERTISE AND QUALIFICATIONS Must have Skills: Python SQL Exposure to Machine learning ...,"['Docker', 'Machine Learning', 'Python', 'SQL', 'Natural Language Processing', 'Kubernetes', 'Processing', 'Languages']","12 Days Ago
Save",https://www.naukri.com/job-listings-ml-engineer-docker-protiviti-india-bengaluru-5-to-9-years-130324006438
241,ML Engineer,"Protiviti India
3.5
262 Reviews","7-12 Yrs
17-22.5 Lacs PA
Remote",Preferred candidate profile . .,"['Docker', 'Natural Language Processing', 'Machine Learning', 'Kubernetes', 'SQL', 'NLP', 'Spark', 'Python']","13 Days Ago
Save",https://www.naukri.com/job-listings-ml-engineer-protiviti-india-bengaluru-7-to-12-years-080124004939
242,Sr Data Scientist,"Snow Planet
5.0
3 Reviews","5-10 Yrs
Not disclosed
Hyderabad",. You will play a major part in building AI and Machine Learning (ML) solutions that tr...,"['deep learning', 'Analytical', 'Machine learning', 'Programming', 'Data processing', 'SQL', 'Python', 'Scripting']","27 Days Ago
Save",https://www.naukri.com/job-listings-sr-data-scientist-service-now-planet-hyderabad-5-to-10-years-270224500859
243,Python Developer - Applied info Services (MS Gold Partners),"Applied Info Services India Private Limited (AIS)
3.6
35 Reviews","3-6 Yrs
Not disclosed
Hybrid - Hyderabad, Telangana",Greetings from AIS!!Applied Info Services India Private Limited (AIS) is highly regarde...,"['Python Developer', 'Python Development', 'Python', 'Application', 'Microsoft', 'Gold', 'Development']","17 Days Ago
Save",https://www.naukri.com/job-listings-python-developer-applied-info-services-ms-gold-partners-applied-info-services-india-private-limited-ais-hyderabad-telangana-3-to-6-years-080324006081
244,Research Associate - Data Analytics (Business Analyst),"Dr Reddys
4.2
6077 Reviews","1-3 Yrs
Not disclosed
Hyderabad",Create detailed and comprehensive Business Requirement Documents (BRDs) that clearly ar...,"['Administration', 'Data analysis', 'Quality standards', 'Document review', 'Data management', 'Data collection', 'Application development', 'Continuous improvement']","30+ Days Ago
Save",https://www.naukri.com/job-listings-research-associate-data-analytics-business-analyst-dr-reddys-laboratories-ltd-hyderabad-1-to-3-years-271023500903
245,"AI Services Engineer - Javascript, Python","Aisera
3.8
2 Reviews","2-7 Yrs
Not disclosed
Hyderabad",Comfortable in a startup environment as we move quickly and wear many hats in a dynamic...,"['Process automation', 'Automation', 'Business transformation', 'Cost reduction', 'Javascript', 'Silicon', 'Software implementation', 'AWS']","30+ Days Ago
Save",https://www.naukri.com/job-listings-ai-services-engineer-javascript-python-aisera-hyderabad-2-to-7-years-260723502020
246,Business Analyst,"Travanleo Info Solutions India
4.6
37 Reviews","1-3 Yrs
Not disclosed
Thiruvananthapuram",". Should Visualize a B2B application end to endExperience in writing down requirements,...","['Analytical skills', 'B2B', 'Business Analyst', 'Time management', 'Analytical', 'data visualization', 'Management', 'Stakeholder management']","30+ Days Ago
Save",https://www.naukri.com/job-listings-business-analyst-travanleo-info-solutions-india-private-limited-thiruvananthapuram-1-to-3-years-101122502218
247,Senior Business Intelligence Analyst,"Zoom Info
3.6
2 Reviews","2-5 Yrs
Not disclosed
Chennai","Bachelor s Degree in a data related field - Industrial Engineering, Statistics, Economi...","['Product management', 'Computer science', 'Data analysis', 'Product engineering', 'Analytical', 'Data quality', 'Analytics', 'Testing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-business-intelligence-analyst-zoom-info-chennai-2-to-5-years-061023501034
248,Data Science - Generative AI - Senior Associate 2,"PwC Service Delivery Center
3.6
7112 Reviews","6-11 Yrs
Not disclosed
Hyderabad, Bengaluru",. Years of Experience: Candidates with 6+ years of hands on experience,"['deep learning', 'Statistical analysis', 'Data management', 'data science', 'Analytical', 'Machine learning', 'Programming', 'Data analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-generative-ai-senior-associate-2-pricewaterhouse-coopers-private-limited-hyderabad-bengaluru-6-to-11-years-230224500214
249,Data Science (CCaaS) - Senior Manager,"PwC Service Delivery Center
3.6
7112 Reviews","12-20 Yrs
Not disclosed
Hyderabad, Bengaluru",. Proficiency . in programming languages such as Python/ . Pyspark . /R / SQL . Strong ...,"['Data management', 'data security', 'Predictive modeling', 'Data quality', 'Regression analysis', 'Business intelligence', 'Forecasting', 'cisco']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-ccaas-senior-manager-pricewaterhouse-coopers-private-limited-hyderabad-bengaluru-12-to-20-years-230224500213
250,Data Science (CCaaS) - Senior Associate,"PwC Service Delivery Center
3.6
7112 Reviews","4-9 Yrs
Not disclosed
Hyderabad, Bengaluru",. Years of Experience: Candidates with 4+ years of hands on experience . Must Have: . E...,"['Data management', 'data science', 'Machine learning', 'Regression analysis', 'data visualization', 'Business intelligence', 'Forecasting', 'cisco']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-ccaas-senior-associate-pricewaterhouse-coopers-private-limited-hyderabad-bengaluru-4-to-9-years-230224500212
251,Data Science - CPG Analytics - Senior Manager,"PwC Service Delivery Center
3.6
7112 Reviews","12-20 Yrs
Not disclosed
Hyderabad, Bengaluru","Solid knowledge and experience of supervised, unsupervised machine learning algorithms....","['data cleansing', 'Data analysis', 'Data management', 'Machine learning', 'Data analytics', 'Business intelligence', 'AWS', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-cpg-analytics-senior-manager-pricewaterhouse-coopers-private-limited-hyderabad-bengaluru-12-to-20-years-230224500211
252,Data Science - CPG Analytics- Senior Associate 2,"PwC Service Delivery Center
3.6
7112 Reviews","6-11 Yrs
Not disclosed
Hyderabad, Bengaluru",. Must Have: . . Years of Experience: Candidates with 6+ years of hands on experience ...,"['data cleansing', 'Data analysis', 'Data management', 'Machine learning', 'Data analytics', 'Business intelligence', 'AWS', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-cpg-analytics-senior-associate-2-pricewaterhouse-coopers-private-limited-hyderabad-bengaluru-6-to-11-years-230224500210
253,Data Scientist-Senior Associate-P&T Labs,"PwC Service Delivery Center
3.6
7112 Reviews","4-6 Yrs
Not disclosed
Hyderabad, Bengaluru","Bachelors Degree in Computer Science, Engineering or other technical discipline (BE, BT...","['Data Science', 'Java', 'python', 'Scala', 'neural networks', 'machine learning', 'javascript', 'artificial intelligence']","16 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-senior-associate-p-t-labs-pricewaterhousecoopers-professional-services-llp-hyderabad-bengaluru-4-to-6-years-090324907794
254,Data Scientist-Senior Associate - P&T Labs,"PwC Service Delivery Center
3.6
7112 Reviews","4-6 Yrs
Not disclosed
Mumbai, Hyderabad, Bengaluru",A career in Products and Technology is an opportunity to bring PwCs strategy to life ...,"['Automation', 'GCP', 'Analytical', 'Process improvement', 'Machine learning', 'Signal processing', 'Data mining', 'SQL']","18 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-senior-associate-p-t-labs-pricewaterhouse-coopers-private-limited-mumbai-hyderabad-bengaluru-4-to-6-years-070324502187
255,Azure Data Engineer | Urgent hiring,Hr Tech Solutions,"4-9 Yrs
10-18 Lacs PA
Hybrid - Hyderabad, Telangana, Pune, Maharashtra, Bengaluru, Karnataka",Important: * CV must be in Word format. * For a chance to contribute to groundbreaking ...,"['Data Engineering', 'Python', 'azure', 'Airflow', 'Rest Api Integration', 'Pyspark', 'Snowflake', 'Redshift Db']","11 Days Ago
Save",https://www.naukri.com/job-listings-azure-data-engineer-urgent-hiring-hr-tech-solutions-hyderabad-telangana-pune-maharashtra-bengaluru-karnataka-4-to-9-years-030224004104
256,GN - SONG - ACE - Genesys - Analyst,"Accenture
4.0
47023 Reviews","2-6 Yrs
Not disclosed
Bengaluru",Maximize application design and development experience:Implement the orchestration plat...,"['customer service', 'genesys framework', 'design', 'genesys', 'excel', 'digital marketing', 'pbx', 'verint']","28 Days Ago
Save",https://www.naukri.com/job-listings-gn-song-ace-genesys-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-6-years-260224901568
257,Data Scientist III,"Walmart
4.0
2042 Reviews","4-9 Yrs
Not disclosed
Bengaluru","Demonstrates up-to-date expertise and applies this to the development, execution, and...","['Networking', 'Machine learning', 'SEZ', 'Business solutions', 'Information technology', 'Analytics', 'Monitoring', 'SQL']","28 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-iii-walmart-labs-bengaluru-4-to-9-years-260224502960
258,Data Analytics Engineer,"Allegis Group
Posted by Allegis Group","4-8 Yrs
Not disclosed
Hyderabad, Telangana, Bengaluru, Karnataka","Knowledge of statistical programming languages, including but not limited to R, Python,...","['Machine learning techniques C/C++', 'Data mining', 'Python', 'SciPy', 'Pandas', 'Numpy', 'Machine', 'C++']","12 Days Ago
Save",https://www.naukri.com/job-listings-data-analytics-engineer-allegis-group-hyderabad-telangana-bengaluru-karnataka-4-to-8-years-260124005433
